business_used_car_id,created_at,deleted_at,modified_at,description,car_transmission_kind,company_service_type,color,distance,fuel,image_src,model_option,model_year,name,passengers,member_id
815,2021-07-05 16:55:38,2021-03-15 18:01:33,2021-01-23 12:58:29,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",AUTOMATIC,DIRECTTRADE,Aquamarine,79,DIESEL,http://dummyimage.com/198x106.png/dddddd/000000,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,2003,Tribute,2,57
816,2021-06-16 01:00:05,2021-02-25 20:49:32,2021-06-18 10:14:18,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",AUTOMATIC,CHANGE,Teal,97,GAS,http://dummyimage.com/163x120.png/cc0000/ffffff,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,2004,CLK-Class,6,586
817,2021-05-23 06:31:04,2021-07-10 16:34:23,2021-07-22 19:38:52,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",AUTOMATIC,SALE,Fuscia,60,GASOLINE,http://dummyimage.com/135x141.png/5fa2dd/ffffff,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis,2008,Pathfinder,10,232
818,2021-08-31 17:17:58,2021-02-08 11:54:38,2021-08-16 12:01:53,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",AUTOMATIC,SALE,Blue,43,GASOLINE,http://dummyimage.com/235x122.png/5fa2dd/ffffff,leo rhoncus sed vestibulum sit amet cursus id turpis integer,1999,Town Car,9,804
819,2021-01-11 04:49:30,2021-04-04 13:47:18,2021-01-31 06:23:23,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",STICK,DIRECTTRADE,Indigo,77,GAS,http://dummyimage.com/195x123.png/5fa2dd/ffffff,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,1998,TL,5,75
820,2021-03-25 15:00:44,2021-06-25 17:09:32,2021-07-02 13:49:57,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,STICK,CHANGE,Puce,40,GAS,http://dummyimage.com/148x114.png/ff4444/ffffff,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus,1999,QX,4,296
821,2021-01-08 03:47:09,2021-06-15 12:25:42,2021-03-17 06:08:29,Fusce consequat. Nulla nisl. Nunc nisl.,STICK,CHANGE,Green,54,GAS,http://dummyimage.com/207x227.png/dddddd/000000,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero,1996,New Yorker,9,540
822,2021-07-29 13:21:30,2021-06-18 05:22:38,2021-06-16 04:50:57,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",AUTOMATIC,DIRECTTRADE,Turquoise,95,DIESEL,http://dummyimage.com/214x171.png/cc0000/ffffff,condimentum neque sapien placerat ante nulla justo aliquam quis turpis,1995,Golf III,5,969
823,2021-02-06 13:17:09,2021-01-18 14:46:46,2021-04-24 18:29:47,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",AUTOMATIC,DIRECTTRADE,Turquoise,11,DIESEL,http://dummyimage.com/245x158.png/ff4444/ffffff,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,2005,Legacy,7,665
824,2021-02-08 10:04:18,2021-02-22 08:24:33,2021-07-26 19:48:13,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",AUTOMATIC,CHANGE,Blue,12,GAS,http://dummyimage.com/140x381.png/dddddd/000000,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,1998,3 Series,7,441
825,2021-02-17 17:22:28,2021-06-14 17:24:26,2021-08-10 04:52:52,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",STICK,DIRECTTRADE,Green,17,GAS,http://dummyimage.com/218x146.png/ff4444/ffffff,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique,1996,Trooper,9,795
826,2021-02-04 08:55:23,2021-08-31 03:49:33,2021-01-10 11:35:37,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,AUTOMATIC,CHANGE,Fuscia,45,DIESEL,http://dummyimage.com/220x252.png/5fa2dd/ffffff,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac,2005,LS,1,840
827,2021-08-02 12:04:05,2021-07-05 01:55:47,2021-09-18 13:40:37,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",AUTOMATIC,DIRECTTRADE,Yellow,35,GASOLINE,http://dummyimage.com/139x107.png/cc0000/ffffff,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,1993,MX-3,2,997
828,2021-08-24 04:04:47,2021-09-01 07:21:20,2021-09-20 23:49:12,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",AUTOMATIC,DIRECTTRADE,Green,9,DIESEL,http://dummyimage.com/209x269.png/cc0000/ffffff,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,1988,Corvette,6,913
829,2021-07-08 21:27:34,2021-06-13 00:07:11,2021-07-08 00:18:31,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",AUTOMATIC,SALE,Blue,68,DIESEL,http://dummyimage.com/193x352.png/5fa2dd/ffffff,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque,2001,Continental,3,977
830,2021-09-20 10:56:38,2021-08-23 04:59:57,2021-06-30 07:03:35,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",AUTOMATIC,DIRECTTRADE,Yellow,43,DIESEL,http://dummyimage.com/105x321.png/5fa2dd/ffffff,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est,2002,626,4,132
831,2021-07-10 10:24:44,2021-01-26 00:41:20,2021-01-27 01:33:25,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",AUTOMATIC,SALE,Green,96,DIESEL,http://dummyimage.com/155x265.png/ff4444/ffffff,nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum,2002,Frontier,9,558
832,2021-02-01 23:15:30,2021-03-26 01:26:19,2021-02-05 18:48:08,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",AUTOMATIC,CHANGE,Teal,23,DIESEL,http://dummyimage.com/128x217.png/5fa2dd/ffffff,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,2002,Galant,3,524
833,2021-05-06 16:29:48,2021-07-08 14:12:20,2021-07-08 11:16:13,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",STICK,DIRECTTRADE,Purple,11,DIESEL,http://dummyimage.com/145x393.png/5fa2dd/ffffff,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,2010,Eos,6,765
834,2021-05-20 03:27:14,2021-07-22 14:21:07,2021-06-30 05:05:00,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",STICK,SALE,Purple,79,DIESEL,http://dummyimage.com/240x142.png/ff4444/ffffff,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,1999,Prowler,6,18
835,2021-06-12 16:03:27,2021-04-15 05:21:05,2021-02-15 15:51:42,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,AUTOMATIC,DIRECTTRADE,Khaki,33,GAS,http://dummyimage.com/243x190.png/5fa2dd/ffffff,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst,1995,RVR,1,152
836,2021-02-23 14:47:47,2021-01-06 13:28:48,2021-03-10 13:16:55,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",STICK,SALE,Mauv,31,GAS,http://dummyimage.com/177x298.png/ff4444/ffffff,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,2004,Liberty,10,550
837,2021-06-12 23:33:58,2021-07-02 20:03:17,2021-04-09 21:09:17,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",AUTOMATIC,DIRECTTRADE,Purple,49,GAS,http://dummyimage.com/136x147.png/cc0000/ffffff,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis,2002,LS,10,777
838,2021-08-20 23:58:05,2021-06-13 13:12:31,2021-01-22 00:29:04,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",STICK,SALE,Blue,22,GAS,http://dummyimage.com/237x270.png/ff4444/ffffff,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,1993,Defender,8,151
839,2021-03-17 03:10:23,2021-01-02 12:21:03,2021-08-17 21:54:13,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",STICK,CHANGE,Mauv,59,GASOLINE,http://dummyimage.com/241x109.png/5fa2dd/ffffff,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,2005,Montego,5,337
840,2021-05-19 02:28:26,2021-06-24 17:20:24,2021-07-03 06:51:58,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",AUTOMATIC,CHANGE,Green,35,GASOLINE,http://dummyimage.com/147x124.png/dddddd/000000,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,1998,Dakota Club,1,683
841,2021-05-02 16:00:27,2021-07-14 19:40:49,2021-05-07 08:45:42,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",STICK,DIRECTTRADE,Orange,67,DIESEL,http://dummyimage.com/249x358.png/5fa2dd/ffffff,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat,2002,Safari,9,822
842,2021-01-17 18:08:03,2021-04-11 17:46:06,2021-02-18 10:40:57,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",STICK,SALE,Fuscia,68,DIESEL,http://dummyimage.com/194x174.png/5fa2dd/ffffff,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget,2002,Avalon,8,157
843,2021-02-13 00:14:29,2021-08-28 18:31:07,2021-08-06 05:16:48,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",AUTOMATIC,CHANGE,Teal,43,DIESEL,http://dummyimage.com/123x127.png/ff4444/ffffff,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,2010,62,1,699
844,2021-05-30 10:49:56,2021-02-06 23:23:06,2021-09-24 15:31:23,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,STICK,DIRECTTRADE,Green,53,GAS,http://dummyimage.com/225x202.png/ff4444/ffffff,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius,2006,Explorer Sport Trac,4,364
845,2021-05-30 06:48:47,2021-08-16 20:59:33,2021-07-10 07:26:28,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",AUTOMATIC,CHANGE,Aquamarine,19,GASOLINE,http://dummyimage.com/194x374.png/5fa2dd/ffffff,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,1993,LTD Crown Victoria,2,174
846,2021-02-03 01:27:53,2021-08-27 19:59:45,2021-06-08 05:22:55,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",STICK,CHANGE,Goldenrod,79,DIESEL,http://dummyimage.com/127x243.png/cc0000/ffffff,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,2009,Ranger,1,52
847,2021-08-12 13:09:25,2021-03-12 20:41:45,2021-08-16 07:16:38,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,AUTOMATIC,DIRECTTRADE,Purple,96,GAS,http://dummyimage.com/172x239.png/ff4444/ffffff,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,2012,Edge,8,409
848,2021-08-13 14:50:35,2021-04-25 04:43:45,2021-05-23 05:30:44,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",AUTOMATIC,DIRECTTRADE,Teal,60,GAS,http://dummyimage.com/237x189.png/5fa2dd/ffffff,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis,2001,Ranger,7,273
849,2021-06-06 09:02:17,2021-01-12 22:50:45,2021-04-27 15:46:03,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,STICK,DIRECTTRADE,Teal,27,GAS,http://dummyimage.com/195x305.png/cc0000/ffffff,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec,2009,Genesis,9,555
850,2021-09-21 15:50:56,2021-07-27 16:09:47,2021-08-26 14:45:02,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",STICK,DIRECTTRADE,Goldenrod,90,DIESEL,http://dummyimage.com/176x305.png/dddddd/000000,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst,2006,Caravan,5,349
851,2021-08-01 03:08:50,2021-07-01 18:15:37,2021-03-28 09:02:23,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",AUTOMATIC,DIRECTTRADE,Violet,83,GAS,http://dummyimage.com/201x267.png/ff4444/ffffff,aliquam sit amet diam in magna bibendum imperdiet nullam orci,2005,Mustang,3,611
852,2021-09-17 15:31:44,2021-07-19 18:49:10,2021-09-03 04:02:34,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",STICK,CHANGE,Teal,40,GAS,http://dummyimage.com/141x250.png/cc0000/ffffff,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam,2012,S5,8,823
853,2021-07-26 19:44:48,2021-04-10 09:02:44,2021-06-30 19:35:22,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",AUTOMATIC,DIRECTTRADE,Violet,82,GAS,http://dummyimage.com/188x102.png/dddddd/000000,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,2010,Mazda3,9,128
854,2021-05-25 08:57:00,2021-01-24 10:05:40,2021-07-16 07:05:15,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",AUTOMATIC,DIRECTTRADE,Turquoise,39,GASOLINE,http://dummyimage.com/177x140.png/ff4444/ffffff,volutpat eleifend donec ut dolor morbi vel lectus in quam,2000,Diamante,8,424
855,2021-01-14 19:30:44,2021-08-19 15:34:26,2021-09-05 07:11:30,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",STICK,DIRECTTRADE,Orange,53,GAS,http://dummyimage.com/116x117.png/cc0000/ffffff,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis,1991,Grand Prix,9,215
856,2021-09-15 02:25:49,2021-08-02 07:07:33,2021-06-08 17:03:28,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",STICK,SALE,Pink,85,GAS,http://dummyimage.com/161x181.png/dddddd/000000,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean,2008,Z4 M,4,612
857,2021-07-18 12:19:40,2021-05-23 01:38:04,2021-05-31 20:03:54,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",STICK,SALE,Aquamarine,24,GASOLINE,http://dummyimage.com/175x378.png/5fa2dd/ffffff,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec,2007,Commander,2,51
858,2021-02-20 05:56:05,2021-09-07 15:38:32,2021-08-05 13:09:56,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",STICK,DIRECTTRADE,Blue,21,GAS,http://dummyimage.com/100x183.png/5fa2dd/ffffff,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien,1996,SC,10,185
859,2021-04-19 04:48:45,2021-03-24 22:46:35,2021-04-23 16:03:06,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",AUTOMATIC,DIRECTTRADE,Teal,49,DIESEL,http://dummyimage.com/139x195.png/dddddd/000000,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet,2005,Phaeton,4,656
860,2021-03-25 08:47:28,2021-07-23 21:58:39,2021-02-01 00:35:46,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",AUTOMATIC,DIRECTTRADE,Teal,37,DIESEL,http://dummyimage.com/109x338.png/cc0000/ffffff,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,1999,M3,9,663
861,2021-08-14 12:33:12,2021-04-16 11:42:35,2021-08-14 17:27:17,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",STICK,DIRECTTRADE,Maroon,10,DIESEL,http://dummyimage.com/143x342.png/dddddd/000000,vel augue vestibulum ante ipsum primis in faucibus orci luctus et,2008,SRX,6,903
862,2021-03-02 07:28:42,2021-02-28 11:50:20,2021-02-22 22:56:25,Phasellus in felis. Donec semper sapien a libero. Nam dui.,STICK,DIRECTTRADE,Green,70,GAS,http://dummyimage.com/227x334.png/cc0000/ffffff,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus,1994,Shadow,8,599
863,2021-01-13 16:41:01,2021-03-30 22:20:00,2021-03-31 12:17:16,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",AUTOMATIC,CHANGE,Maroon,1,DIESEL,http://dummyimage.com/219x359.png/ff4444/ffffff,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent,2009,Sedona,7,455
864,2021-03-24 07:39:09,2021-08-30 04:49:29,2021-05-07 19:51:45,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",AUTOMATIC,SALE,Turquoise,13,GAS,http://dummyimage.com/216x312.png/cc0000/ffffff,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,2007,Q7,3,318
865,2021-08-20 04:12:56,2021-04-23 06:31:49,2021-03-10 01:32:31,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",STICK,SALE,Crimson,89,GAS,http://dummyimage.com/155x286.png/ff4444/ffffff,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,2001,Sienna,7,450
